railroad,incdtno,year,month,day,timehr,timemin,ampm,type,carshzd,station,state,temp,visiblty,weather,trnspd,typspd,tons,trkclas,typtrk,loadf1,emptyf1,cause,acctrk,acctrkcl,highspd,accdmg,stcnty,totinj,totkld,enghr,cdtrhr,jointcd,region,year4,county,cntycd,narr1,narr2,narr3,latitude,longitud
NS,137232,20,2,19,7,33,PM,1,0,CLEVELAND,39,25,3.0,2.0,5,E,5451,1,4.0,39,5,T207,4.0,1,5,15000,39C035,0,0,5.0,5.0,1,2,2020,CUYAHOGA,35,"CR46 WHILE PULLING EAST ON #7 TRACK AT CARGILL WITH 4 UNITS 39 LOADS AND 5 EMPTIES, DERAILED ALL WHE",ELS ON THE 44TH CAR CLSX 5297.,,41.502485,-81.702652
NS,138801,20,8,9,9,30,AM,1,0,BELLEVUE,39,78,2.0,1.0,4,R,0,1,2.0,4,9,E22C,2.0,1,4,41100,39C077,0,0,2.0,2.0,1,2,2020,HURON,77,"DURING NORMAL FLAT SWITCHING OPERATIONS, NS 245331 B-END STUB SILL BUCKLED, DERAILING B-END TRUCKS,",DUE TO IMPACT AFTER CUT OF 4 EMPTY TANK CARS WERE FLAT SWITCHED IN TO CAR WHILE NS 245331 WAS COUPLE,"D TO 8 STANDING CARS, INCLUDING TWO LOADED 5-PACKARTICULATED FLAT CARS TOFC/COFC, IN CT09. NO EXCEPT",41.288306,-82.801342
NS,138822,20,8,10,6,25,PM,1,0,PORTSMOUTH,39,80,3.0,1.0,5,E,0,1,2.0,9,31,E34C,2.0,1,5,549915,39C145,0,0,2.0,2.0,3,2,2020,SCIOTO,145,UP23 WAS MAKING AN EASTWARD PULL ON TRACK EY27 WHEN THE CENTER CUSHION UNIT FELL OUT FROM UNDERNEATH,"CAR CR 628049, THE WEST (REAR) CAR IN EY27, DERAILING ALL WHEELS ON THE B-END OF CAR CR 628049 TO N",ORTH SIDE OF THE TRACK AND SIDESWIPING THE SOUTH SSIDE OF 12 TANK CARS STANDING IN TRACK EY28.,38.736963,-82.956996
NS,138822,20,8,10,6,25,PM,1,0,PORTSMOUTH,39,80,3.0,1.0,0,E,0,1,2.0,12,0,E34C,2.0,1,5,549915,39C145,0,0,,,1,2,2020,SCIOTO,145,UP23 WAS MAKING AN EASTWARD PULL ON TRACK EY27 WHEN THE CENTER CUSHION UNIT FELL OUT FROM UNDERNEATH,"CAR CR 628049, THE WEST (REAR) CAR IN EY27, DERAILING ALL WHEELS ON THE B-END OF CAR CR 628049 TO N",ORTH SIDE OF THE TRACK AND SIDESWIPING THE SOUTH SSIDE OF 12 TANK CARS STANDING IN TRACK EY28.,38.736963,-82.956996
NS,138864,20,8,15,10,30,PM,13,0,BELLEVUE,39,65,4.0,1.0,3,R,0,1,2.0,12,36,E27C,2.0,1,3,15600,39C077,0,0,7.0,,1,2,2020,HURON,77,"NS CREW LB21 SWITCHING EAST HAD THE AL SIDE SILL OF AEX 6014 FAILED, CAUSING THE SILL TO BREAK AND S",PLIT THE CAR IN HALF.,,41.288306,-82.801342
NS,138927,20,8,21,11,50,PM,1,0,BELLEVUE,39,66,4.0,1.0,0,E,0,1,2.0,0,2,E30C,2.0,1,4,45915,39C077,0,0,,,3,2,2020,HURON,77,LB41 WAS FLAT SWITCHING CARS INTO CT60. AFTER KICKING 2 CARS INTO CT60 THEY BROKE A KNUCKLE ON CAR T,TGX 715794 WHICH RESULTED IN 27 CARS FREE ROLLING INTO STANDING CARS RMLX 1122 AND RMLX 1654 CAUSING,THE CARS TO RISE OUT OF THE BOWL AND DERAIL.,41.288298,-82.79778
NS,138927,20,8,21,11,50,PM,1,0,BELLEVUE,39,66,4.0,1.0,4,R,0,1,2.0,27,7,E30C,2.0,1,4,45915,39C077,0,0,1.0,1.0,1,2,2020,HURON,77,LB41 WAS FLAT SWITCHING CARS INTO CT60. AFTER KICKING 2 CARS INTO CT60 THEY BROKE A KNUCKLE ON CAR T,TGX 715794 WHICH RESULTED IN 27 CARS FREE ROLLING INTO STANDING CARS RMLX 1122 AND RMLX 1654 CAUSING,THE CARS TO RISE OUT OF THE BOWL AND DERAIL.,41.288298,-82.79778
NS,138496,20,7,11,2,22,PM,1,0,TOLEDO,39,92,2.0,1.0,4,E,7920,1,2.0,45,73,T314,2.0,1,4,60485,39C095,0,0,3.0,3.0,1,2,2020,LUCAS,95,B65 WAS PULLING 4 LOCOMOTIVES AND 118 CARS OFF THE OLD SLOW ON TO THE DETROIT MAIN LINE WHEN THE SWI,"TCH POINT BROKE UNDER THE LOCOMOTIVES, CAUSING THE NS 4226 AND NS 4115 TO DERAIL.",,41.633384,-83.610911
NS,138928,20,8,21,9,50,PM,12,0,BELLEVUE,39,67,4.0,1.0,1,R,0,1,2.0,29,17,E22C,2.0,1,1,96002,39C077,0,0,7.0,7.0,1,2,2020,HURON,77,"DURING NORMAL FLAT SWITCHING OPERATIONS, LB21 FLAT SWITCHED A CUT OF 3 LOADS (2-COVERED HOPPERS; 1 T",ANK CAR) INTO TRACK CT11. THE EAST CAR (TILX622161) IN THE CUT IMPACTED STANDING CUT OF 7 LOADED CAR,S IN CT11 CAUSING B END STUB SILL OF CAR TILX6220083 TO BUCKLE AND CAUSE DAMAGE TO 3 CARS IN THE TRA,41.288298,-82.79778
ATK,165731,20,10,31,9,15,AM,7,0,OAKLAND,6,80,2.0,1.0,74,E,0,4,1.0,0,0,M308,1.0,4,74,14671,06C001,0,1,2.0,2.0,2,7,2020,ALAMEDA,1,GRADE CROSSING: TRAIN 724(31) OPERATING WITH CC/8301 AND 4 CARS STRUCK AN OCCUPIED VEHICLE 2 MILES N,ORTH OF OAKLAND COLISEUM. THE OCCUPANT OF THE VEHICLE WAS CONFIRMED A FATALITY AT THE SCENE.,,37.77208,-122.223247
UP,0320LA012,20,3,6,6,30,AM,1,0,BLOOMINGTON,6,55,1.0,1.0,2,E,3443,1,2.0,27,33,S007,2.0,1,2,11152,06C071,0,0,7.0,,1,7,2020,SAN BERNARDINO,71,YWC45R-05 WAS OPERATING NORMAL SWITCH OPERATIONS AND SHOVING TRAIN WEST FROM THE 30 LEAD INTO BOWL T,RACK 27 TO MAKE A JOINT INTO CARS WEST OF THE EAST END RETARDERS.  THE EAST END RETARDER IN BOWL  TR,ACK 27 WAS NOT FUNCTIONING FOR THE TRIM YARDMASTER TO OPERATE AUTOMATICALLY. THE CREW WAS ALLOWED TO,34.06653,-117.388233
NS,137263,20,2,23,1,12,AM,7,0,COLUMBIANA,39,26,4.0,1.0,0,,0,4,1.0,0,0,M302,1.0,4,62,10856,39C029,0,0,,,2,2,2020,COLUMBIANA,29,AMTRAK. AMTRAK TRAIN 29/22 STRUCK A HWY-USER AT A HWY-GRADE CROSSING.,,,40.882832,-80.692072
NS,140135,20,12,31,6,0,PM,1,0,BELLEVUE,39,28,3.0,1.0,0,E,0,2,2.0,0,12,H508,2.0,2,5,1639062,39C043,0,0,,,3,2,2020,ERIE,43,LS23 WAS DOUBLING TRAIN 194 OUT OF THE CLASS YARD AND OVER THE HUMP WHEN A DERAILMENT OCCURRED DERAI,"LING CARS IN SEVERAL TRACKS AS A RESULT, NO RELEASE OF HAZMAT. CAUSE OF DERAILMENT IS BEING INVESTIG",ATED BY RESEARCH AND TEST DEPT.,41.297936,-82.760942
NS,140135,20,12,31,6,0,PM,1,0,BELLEVUE,39,28,3.0,1.0,5,E,0,2,2.0,55,45,H508,2.0,2,5,1639062,39C043,0,0,2.0,,3,2,2020,ERIE,43,LS23 WAS DOUBLING TRAIN 194 OUT OF THE CLASS YARD AND OVER THE HUMP WHEN A DERAILMENT OCCURRED DERAI,"LING CARS IN SEVERAL TRACKS AS A RESULT, NO RELEASE OF HAZMAT. CAUSE OF DERAILMENT IS BEING INVESTIG",ATED BY RESEARCH AND TEST DEPT.,41.297936,-82.760942
NS,138430,20,7,6,3,20,AM,1,0,BELLEVUE,39,78,4.0,1.0,1,R,0,1,2.0,50,5,H506,2.0,1,1,11819,39C043,0,0,3.0,,1,2,2020,ERIE,43,LB43 SHOVING CUT OF 56 CARS 50L X 5E TO COUPLE TO TRACK OF 33 CARS WHEN CAR TTGX 1606784 DERAILED. L,B43 REVERSED THEIR MOVE NOT KNOWING OF DERAILED CAR AND SUBSEQUENTLY DERAILED CARS 4 ADDITIONAL CARS,.,41.29231,-82.784212
NS,138393,20,7,2,2,30,AM,12,0,BELLEVUE,39,67,4.0,1.0,4,E,0,1,2.0,5,0,H312,2.0,1,4,34520,39C043,0,0,3.0,3.0,1,2,2020,ERIE,43,"NS CREW LB48 SWITCHING CARS EAST, BYPASSED CP 556199 WITH AGTX 6543. WHEN A CUT OF LOADS WERE KICKED","INTO CP 556199, AGTX 6543 DERAILED.",,41.289407,-82.792543
NS,137967,20,5,16,6,35,AM,7,0,OLD FORT,39,53,1.0,4.0,49,E,2694,4,1.0,0,86,M308,1.0,4,49,15300,39C147,1,1,3.0,3.0,1,2,2020,SENECA,147,NS TRAIN 51XL313 WAS STRUCK BY A GMC PICK-UP TRUCK THAT WENT THROUGH THE GATES AT A HWY-GRADE CROSSI,NG.,,41.237532,-83.168098
NS,137868,20,5,2,11,30,PM,1,0,ALLIANCE,39,62,4.0,3.0,9,R,11248,1,4.0,79,1,H306,4.0,1,9,167340,39C151,0,0,3.0,3.0,1,2,2020,STARK,151,"AT MP PC85 ALLIANCE, OH AT APPROXIMATELY 1115PM MAY 2, 2020, TRAIN 68AC601 WAS SHOVING LOADED STONE","CARS WEST,, INTO INDUSTRY SHELLY MATERIALS INC. CONDUCTOR FAILED TO PROTECT SHOVE MOVE RESULTING IN","THE DERAILMENT OF INDUSTRY OWNED LOCOMOTIVE #319 AAND TWO LOADED CARS , SHCX 24140 AND SHCX 24060, O",40.917381,-81.146912
BNSF,SW0720103,20,7,6,5,30,AM,1,0,WINSLOW,4,80,1.0,1.0,4,R,14493,5,1.0,119,24,H519,1.0,5,4,765726,04C017,0,0,9.0,9.0,1,7,2020,NAVAJO,17,S-KCKSCO1-04 DERAILED 29 RAILCARS WHILE TRAVERSING MAIN 2 TRACK DUE TO DYNAMIC BRAKING TOO RAPID ADJ,USTMENT.  NO HAZARDOUS MATERIALS WERE RELEASED.,,34.991644,-110.591891
UP,0220ST020,20,2,21,12,40,AM,1,0,TUCSON,4,61,4.0,1.0,4,E,2141,1,2.0,1,57,H607,2.0,1,4,46290,04C019,0,0,1.0,,1,7,2020,PIMA,19,YTU31R-20 FOREMAN PULLED OUT OF ZONE WITH 58 CARS PAST THE BRIDGE AND THROUGH THE 116/725 CROSSOVERS,"TO SHOVE INTO TRACK 008.  AFTER CLEARING THE LEAD TO SHOVE BACK, THE CREW MADE A REVERSE MOVE TO SH","OVE INTO THE TRACK.  AFTER APPROXIMATELY 4 CAR LENGTHS OF THE SHOVE, THEY WENT INTO EMERGENCY.  INIT",32.188143,-110.912047
NS,140070,20,12,21,2,45,AM,1,0,FOSTORIA,39,30,4.0,1.0,9,R,0,1,2.0,61,5,M404,2.0,1,9,124370,39C147,0,0,1.0,1.0,1,2,2020,SENECA,147,"RUN IN OF COUPLER MOVEMENT CAUSED OLD YOKE MOUNTED TRAINLINE TROLLEY TO BREAK, RESULTING IN THE NEW",COUPLER MOUNTED TRAIN LINE TROLLEY TO BREAK (100% NEW). NEW COUPLER MOUNTED TRAINLINE TROLLEY WAS DR,"AGGING WHILE L68L320 MOVED WEST. AS L68L320 MADE SSHOVE MOVEMENT EAST, TRAINLINE TROLLEY BECAME WEDG",41.165671,-83.373853
CSX,190945,20,6,22,4,15,AM,1,0,CINCINNATI,39,85,4.0,1.0,6,E,0,1,2.0,24,17,M411,2.0,1,6,443278,39C061,0,0,5.0,,1,2,2020,HAMILTON,61,"Y39521 PULLING B16 RE-HUMP IN A SOUTH DIRECTION OUT OF THE BOWL YARD AT CINCINNATI, OH DERAILED 3 CA",RS. INVESTIGATION REVEALED BYPASS COUPLERS BETWEEN THE 36TH AND 37TH CARS OR LINES 5 AND 6 FROM THE,NORTH END OF THE TRACK IN B16. AS THE Y39521 PULLED SOUTH AND THE BYPASSED CARS HIT THE TURNOUT COMI,39.111198,-84.544067
CSX,191080,20,6,27,7,39,AM,1,0,CLEVELAND,39,70,1.0,1.0,2,R,11428,1,2.0,152,52,H525,2.0,1,2,90177,39C035,0,0,1.0,1.0,1,2,2020,CUYAHOGA,35,"Q56026 OUTBOUND CREW PULLING THROUGH 14 CLASS IN AN EAST DIRECTION, APPROACHED IMPROPERLY LINED SWIT","CH ON 12 RECEIVING, ENGINEER APPLIED AUTOMATIC BRAKE AND IMMEDIATELY AFTER APPLIED FULL INDEPENDENT",ON HEAD END POWER CAUSING BUFF FORCE ON BODY OF TRAIN DERAILING 4 LOADED MULTILEVEL CARS.,41.571338,-81.55684
CSX,192480,20,9,7,11,42,AM,1,0,ASHTABULA,39,65,2.0,2.0,10,E,1000,1,2.0,0,17,E4BC,2.0,1,10,19578,39C007,0,0,7.0,7.0,1,2,2020,ASHTABULA,7,Q56106 PULLING OUT OF TRACK 628 AT ASHTABULA YARD. THE TRAIN WAS PULLING WITH 17 EMPTIES AND 12TH CA,R CLSX 5549 DROP IN AND DERAILED ON TANGENT TRACK.,,41.858629,-80.830795
NS,138393,20,7,2,2,30,AM,12,0,BELLEVUE,39,67,4.0,1.0,0,E,0,1,2.0,0,1,H312,2.0,1,4,34520,39C043,0,0,,,3,2,2020,ERIE,43,"NS CREW LB48 SWITCHING CARS EAST, BYPASSED CP 556199 WITH AGTX 6543. WHEN A CUT OF LOADS WERE KICKED","INTO CP 556199, AGTX 6543 DERAILED.",,41.289407,-82.792543
CSX,190106,20,5,7,4,23,AM,1,0,WILLARD,39,36,1.0,2.0,8,R,16468,1,2.0,113,40,T207,2.0,1,8,192154,39C077,0,0,6.0,6.0,1,2,2020,HURON,77,Q37006 WAS PULLING TRAIN EAST TO LEAVE REAR 65 CARS IN TRACK RY7. WHILE TRAVERSING THE HIGHLINE CAR,"15, GATX 60160, WENT OVER A BROKEN RAIL ON THE HIGH SIDE OF A CURVE DERAILING R3 AND R4 WHEELS. THE",5 CARS FOLLOWING ALSO DERAILED.,41.059857,-82.723964
NS,138413,20,7,3,4,15,PM,1,0,BELLEVUE,39,91,3.0,1.0,8,E,0,1,2.0,33,32,E27C,2.0,1,8,46000,39C043,0,0,8.0,,1,2,2020,ERIE,43,AS THE LB13 WAS PULLING THE L13 BUILD (65 CARS) IN A12 THE SLIDING SILL ON THE CR 628519 (45TH H/C),BROKE FROM A CONCEALED DEFECT AND PULLED OUT. THUS CAUSING THE B END TRUCK TO DERAIL.,,41.296571,-82.766995
NS,138488,20,7,10,3,30,PM,12,0,BELLEVUE,39,72,2.0,1.0,0,E,0,1,2.0,1,0,H312,2.0,1,4,141273,39C077,0,0,,,1,2,2020,HURON,77,"NS CREW LB04 SWITCHING CARS EAST, BYPASSED BNGX 30085 WITH CSYX 13039, CAUSING BNGX 30085 TO DERAIL.",,,41.288306,-82.801342
NS,138488,20,7,10,3,30,PM,12,0,BELLEVUE,39,72,2.0,1.0,4,E,0,1,2.0,1,0,H312,2.0,1,4,141273,39C077,0,0,7.0,7.0,3,2,2020,HURON,77,"NS CREW LB04 SWITCHING CARS EAST, BYPASSED BNGX 30085 WITH CSYX 13039, CAUSING BNGX 30085 TO DERAIL.",,,41.288306,-82.801342
CSX,191171,20,7,2,5,30,PM,1,0,WILLARD,39,86,3.0,1.0,0,,0,1,2.0,0,0,T110,2.0,1,8,50063,39C077,0,0,,,2,2,2020,HURON,77,WHEELING AND LAKE ERIE TRAIN Z57602 WAS PULLING EAST THROUGH TRACK WR2 WHEN 4 CARS DERAILED DUE TO W,"IDE GAGE. WE ESTIMATED DAMAGES ARE $47,063.",,41.063277,-82.74352
NS,138393,20,7,2,2,30,AM,12,0,BELLEVUE,39,67,4.0,1.0,4,E,0,1,2.0,1,0,H312,2.0,1,4,34520,39C043,0,0,,,3,2,2020,ERIE,43,"NS CREW LB48 SWITCHING CARS EAST, BYPASSED CP 556199 WITH AGTX 6543. WHEN A CUT OF LOADS WERE KICKED","INTO CP 556199, AGTX 6543 DERAILED.",,41.289407,-82.792543
CSX,189994,20,5,1,7,56,PM,4,0,CINCINNATI,39,59,3.0,2.0,0,E,0,1,2.0,30,31,H307,2.0,1,3,49350,39C061,0,0,4.0,4.0,3,2,2020,HAMILTON,61,Y23101 FAILED TO CONTROL SHOVING MOVEMENT; SHOVING OUT OF TRACK N01 AND SIDESWIPING A CUT OF CARS. N,O DERAILMENT.,,39.168057,-84.512297
CSX,189994,20,5,1,7,56,PM,4,0,CINCINNATI,39,59,3.0,2.0,3,R,5200,1,2.0,36,29,H307,2.0,1,3,49350,39C061,0,0,4.0,4.0,1,2,2020,HAMILTON,61,Y23101 FAILED TO CONTROL SHOVING MOVEMENT; SHOVING OUT OF TRACK N01 AND SIDESWIPING A CUT OF CARS. N,O DERAILMENT.,,39.168057,-84.512297
NS,138604,20,7,22,5,0,AM,12,0,BELLEVUE,39,80,1.0,1.0,0,E,0,1,2.0,1,0,H312,2.0,1,4,33373,39C077,0,0,,,3,2,2020,HURON,77,WHILE FLAT SWITCHING CSYX 13445 WAS KICKED INTO CT11 IT BYPASSED WITHSTANDING CAR CSYX 13159 CAUSING,DAMAGE TO CSYX 13445 NOTHING DERAILED.,,41.288298,-82.79778
NS,138604,20,7,22,5,0,AM,12,0,BELLEVUE,39,80,1.0,1.0,4,E,0,1,2.0,1,0,H312,2.0,1,4,33373,39C077,0,0,2.0,2.0,1,2,2020,HURON,77,WHILE FLAT SWITCHING CSYX 13445 WAS KICKED INTO CT11 IT BYPASSED WITHSTANDING CAR CSYX 13159 CAUSING,DAMAGE TO CSYX 13445 NOTHING DERAILED.,,41.288298,-82.79778
NS,138570,20,7,18,9,55,PM,13,0,OREGON,39,78,4.0,1.0,2,E,0,1,2.0,43,16,H702,2.0,1,2,97254,39C095,0,0,10.0,10.0,1,2,2020,LUCAS,95,"B48, SWITCHING AT EVANS YARD SHOVED 16 LOADS FROM HO12 INTO HO15 WHICH WAS HOLDING 43 CARS RESULTING","IN 15 CARS BEING SHOVED THRU THE HO15/HO16 SWITCH, WHICH CAUSED 4 LOADS TO DERAIL. HO15 TRACK CAPAC",ITY IS 44 CARS.,41.660544,-83.462117
NS,140135,20,12,31,6,0,PM,1,0,BELLEVUE,39,28,3.0,1.0,0,E,0,2,2.0,0,11,H508,2.0,2,5,1639062,39C043,0,0,,,3,2,2020,ERIE,43,LS23 WAS DOUBLING TRAIN 194 OUT OF THE CLASS YARD AND OVER THE HUMP WHEN A DERAILMENT OCCURRED DERAI,"LING CARS IN SEVERAL TRACKS AS A RESULT, NO RELEASE OF HAZMAT. CAUSE OF DERAILMENT IS BEING INVESTIG",ATED BY RESEARCH AND TEST DEPT.,41.297936,-82.760942
NS,140135,20,12,31,6,0,PM,1,0,BELLEVUE,39,28,3.0,1.0,0,E,0,2,2.0,8,3,H508,2.0,2,5,1639062,39C043,0,0,,,1,2,2020,ERIE,43,LS23 WAS DOUBLING TRAIN 194 OUT OF THE CLASS YARD AND OVER THE HUMP WHEN A DERAILMENT OCCURRED DERAI,"LING CARS IN SEVERAL TRACKS AS A RESULT, NO RELEASE OF HAZMAT. CAUSE OF DERAILMENT IS BEING INVESTIG",ATED BY RESEARCH AND TEST DEPT.,41.297936,-82.760942
NS,140135,20,12,31,6,0,PM,1,0,BELLEVUE,39,28,3.0,1.0,0,R,0,2,2.0,7,5,H508,2.0,2,5,1639062,39C043,0,0,,,3,2,2020,ERIE,43,LS23 WAS DOUBLING TRAIN 194 OUT OF THE CLASS YARD AND OVER THE HUMP WHEN A DERAILMENT OCCURRED DERAI,"LING CARS IN SEVERAL TRACKS AS A RESULT, NO RELEASE OF HAZMAT. CAUSE OF DERAILMENT IS BEING INVESTIG",ATED BY RESEARCH AND TEST DEPT.,41.297936,-82.760942
NS,140135,20,12,31,6,0,PM,1,0,BELLEVUE,39,28,3.0,1.0,0,E,0,2,2.0,9,2,H508,2.0,2,5,1639062,39C043,0,0,,,3,2,2020,ERIE,43,LS23 WAS DOUBLING TRAIN 194 OUT OF THE CLASS YARD AND OVER THE HUMP WHEN A DERAILMENT OCCURRED DERAI,"LING CARS IN SEVERAL TRACKS AS A RESULT, NO RELEASE OF HAZMAT. CAUSE OF DERAILMENT IS BEING INVESTIG",ATED BY RESEARCH AND TEST DEPT.,41.297936,-82.760942
CIND,CIN462620R,20,6,23,12,30,PM,1,0,CINCINNATI,39,80,2.0,2.0,10,R,2200,X,1.0,17,0,E40C,1.0,X,10,238774,39C061,0,0,7.0,7.0,1,2,2020,HAMILTON,61,ENGINEER EXPERIENCED AN UNDESIRED EMERGENCY AT MP 24.45.  UPON PERFORMING A WALKING INSPECTION THE C,ONDUCTOR DISCOVERED THE LAST 4 CARS IN THE TRAIN HAD DERAILED.,,39.248746,-84.81562
NS,136813,20,1,13,6,45,AM,13,0,PORTSMOUTH,39,35,1.0,4.0,4,E,3747,1,2.0,39,91,H702,2.0,1,4,68700,39C145,0,0,11.0,11.0,1,2,2020,SCIOTO,145,"189U112 PULLED WEST TO MAKE SET OVER INTO EY16, RAN THRU THE WEST END OF THE LADDER CROSSOVER AND DE",RAILED 2 CARS WHEN MAKING A REVERSE MOVE.,,38.736737,-82.970788
CSX,189580,20,4,2,10,30,AM,12,0,CLEVELAND,39,51,2.0,1.0,6,E,0,1,2.0,1,1,H312,2.0,1,6,12265,39C035,0,0,,,1,2,2020,CUYAHOGA,35,CAR KICKED INTO CLASSIFICATION BOWL BYPASSED COUPLERS AND OTHER CARS KICKED INTO TRACK CAUSING CAR D,AMAGE.,,41.571338,-81.55684
IORY,IOR462720O,20,6,23,12,30,PM,1,0,CINCINNATI,39,80,2.0,2.0,0,,0,X,1.0,0,0,E40C,1.0,X,10,238774,39C061,0,0,,,2,2,2020,HAMILTON,61,THE CIND ENGINEER EXPERIENCED AN UNDESIRED EMERGENCY AT MP 24.45.  UPON PERFORMING A WALKING INSPECT,ION THE CIND CONDUCTOR DISCOVERED THE LAST 4 CARS IN THE TRAIN HAD DERAILED.,,39.248746,-84.81562
NS,138685,20,7,29,9,12,AM,1,0,EVENDALE,39,81,2.0,1.0,3,R,6700,1,2.0,81,48,H525,2.0,1,3,15170,39C061,0,0,3.0,3.0,1,2,2020,HAMILTON,61,ENGINEER PLACED TOO MANY DYNAMIC BRAKE AXLES ONLINE CAUSING BUFFER FORCE BETWEEN CARS AND TRAILING T,"ONNAGE, RESULTING IN DERAILMENT OF CARS.",,39.264114,-84.420348
CSX,194161,20,11,28,7,15,AM,12,0,COLUMBUS,39,50,1.0,1.0,0,E,0,1,2.0,41,19,M599,2.0,1,4,40747,39C049,0,0,,,1,2,2020,FRANKLIN,49,Y39027 WAS PULLING CUT OF CARS THAT WERE PREVIOUSLY DAMAGED DUE TO HARD COUPLING. WHILE STRETCHING T,"HE CUT OF CARS, IT WAS NOTICED THAT ONE RAIL CAR WAS ANGLED AND HAD IMPACTED A CAR ON A PARALLEL TRA",CK AND DAMAGED THE GRAB IRONS.,39.972333,-83.021122
UFRC,92820001,20,9,28,10,17,PM,9,0,LEHI,49,55,4.0,1.0,36,R,0,4,1.0,0,0,H499,1.0,4,36,60000,49C049,0,0,,4.0,1,7,2020,UTAH,49,"THE STACEY -WITBECK CONTRACTOR WORK PERMIT ACTIVATION BY THE FRONTRUNNER DISPATCHER, PRIOR TO THE CO","LLISION, WAS CRITICAL TO UNDERSTANDING HOW THIS EVENT COULD HAVE HAPPENED. THE ON SITE PERMIT HOLDER",(TRACK ACCESS PERMIT F20-1350) CALLED THE FRONTRUNNER DISPATCHER ABOUT 10 MINUTES BEFORE THE DOCUME,40.39865,-111.86619
CSX,187621,20,1,1,9,30,AM,4,0,NORTH BALTIMORE,39,31,2.0,2.0,5,E,1480,1,2.0,37,13,H306,2.0,1,8,135451,39C173,0,0,5.0,5.0,1,2,2020,WOOD,173,Y19201 GAVE Q16131 PERMISSION TO ENTER THE EAST ZONE AND YARD THE TRAIN IN RD2.  THE Y19201 WAS INST,RUCTED TO CUT CARS AWAY IN S5E AND TO PULL AHEAD TO CLEAR THE SWITCH AND REMINDED BY THE YARDMASTER,TO LOOK OUT FOR TRAIN AND ROOM AHEAD.  THE Y19201 FOREMAN THEN PULLED AHEAD AND IMPACTED THE SIDE OF,41.182016,-83.684342
CSX,192192,20,8,23,6,50,PM,4,0,CINCINNATI,39,78,2.0,1.0,1,E,0,1,2.0,13,4,H399,2.0,1,5,37544,39C061,0,0,,,1,2,2020,HAMILTON,61,Y29223 WORKING IN THE BOWL KICKED 1  CAR (LRS 3148)  FROM B33 TO B30 COMING TO REST RIGHT AT THE CLE,"ARANCE POINT, WHICH WAS 218 FEET OUTSIDE (4.5 CAR LENGTHS) THE F4 RETARDER COUPLED TO 16 OTHER CARS.",Y29123 THEN WENT TO COUPLE AND SWING B31 TO THE DEPARTURE YARD.  WHILE Y29123 WAS STRETCHED OUT ON,39.124551,-84.542521
CSX,192192,20,8,23,6,50,PM,4,0,CINCINNATI,39,78,2.0,1.0,5,E,0,1,2.0,1,3,H399,2.0,1,5,37544,39C061,0,0,4.0,4.0,3,2,2020,HAMILTON,61,Y29223 WORKING IN THE BOWL KICKED 1  CAR (LRS 3148)  FROM B33 TO B30 COMING TO REST RIGHT AT THE CLE,"ARANCE POINT, WHICH WAS 218 FEET OUTSIDE (4.5 CAR LENGTHS) THE F4 RETARDER COUPLED TO 16 OTHER CARS.",Y29123 THEN WENT TO COUPLE AND SWING B31 TO THE DEPARTURE YARD.  WHILE Y29123 WAS STRETCHED OUT ON,39.124551,-84.542521
NS,138744,20,8,4,7,0,AM,12,0,BELLEVUE,39,72,1.0,3.0,4,E,0,1,2.0,1,0,H312,2.0,1,4,165636,39C043,0,0,12.0,8.0,3,2,2020,ERIE,43,DURING NORMAL SWITCHING OPERATIONS THE CREW OF THE LB41 KICKED ITFX 4857 EAST INTO CT34. THE EAST EN,D COUPLER OF ITFX 4857 BYPASSED WITH THE WEST COUPLER OF ITFX 4872 WHICH RESULTED IN THE DERAILMENT,"OF WHEELS L1,L2,R1,R2 OF ITFX 4857.",41.29231,-82.784212
NS,138744,20,8,4,7,0,AM,12,0,BELLEVUE,39,72,1.0,3.0,0,E,0,1,2.0,1,0,H312,2.0,1,4,165636,39C043,0,0,,,1,2,2020,ERIE,43,DURING NORMAL SWITCHING OPERATIONS THE CREW OF THE LB41 KICKED ITFX 4857 EAST INTO CT34. THE EAST EN,D COUPLER OF ITFX 4857 BYPASSED WITH THE WEST COUPLER OF ITFX 4872 WHICH RESULTED IN THE DERAILMENT,"OF WHEELS L1,L2,R1,R2 OF ITFX 4857.",41.29231,-82.784212
WE,200062,20,7,2,5,30,PM,1,0,WILLARD,39,86,3.0,1.0,8,E,2538,1,2.0,30,0,T110,2.0,1,8,50063,39C077,0,0,3.0,3.0,1,2,2020,HURON,77,238-02 PULLING 30 CARS IN WR2 TRACK DERAILED FOUR CARS DUE TO WIDE GAUGE.,,,41.063277,-82.74352
CUOH,CUO628220D,20,11,30,11,15,AM,1,0,NEWARK,39,36,2.0,6.0,8,R,0,1,2.0,27,5,E65C,2.0,1,8,39038,39C089,0,0,3.0,3.0,1,2,2020,LICKING,89,TRAIN WAS PULLING THEIR CARS THROUGH TRACK 2 WHEN 10 CARS DERAILED.,,,40.054986,-82.381656
